Region,Category,Country,Group,Summary,TSC,Date,Type
EMEA,Windows / OS,United Kingdom,Deskside,Reported Issue - Application - Excel (desktop),Y,09-12-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Not starting,Y,08-11-2022,Incident
AP,Network,India,Deskside,Network Issues,Y,08-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop Remediation,Y,25-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - SCTASK0067763 ,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues,Y,12-12-2022,Incident
AM,Access,United States,Deskside,JLL SharePoint Site access issues,Y,10-11-2022,Incident
AM,Hardware,United States,Deskside,Trisha Goodall - Hardware Issue - Monitor latency issues with 2 different monitors and Bluetooth mouse issues,Y,25-11-2022,Incident
AM,Network,United States,Deskside,Lorrie Robson-Internet - Network connectivity issues,Y,08-11-2022,Incident
AM,Password,United States,Deskside,Outlook - Not Launching / Crashing after JLL password changed,Y,16-11-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Two monitors are not connecting to the laptop via the docking station,Y,10-11-2022,Incident
AM,Email,United States,Deskside,"Outlook - Archived folder named ""Leasing"" disappeared from the user's Outlook while working on it",Y,08-11-2022,Incident
AM,Network,United States,Deskside,"BAC Urgent  - Network issues - VPN Connectivity: ""Cannot connect to the VPN due to unsuccessful domain name resolution""",Y,08-11-2022,Incident
AM,,United States,Deskside,Urgent- Application - Revit,Y,15-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Smartview (EPBCS),Y,08-11-2022,Incident
AM,M365,United States,Deskside,Outlook - Unable to schedule a Teams meeting from Outlook,Y,22-11-2022,Incident
AM,Access,United States,Deskside,"JLL Peoplesoft Finance Expenses site access issue - Repetetive issue , Actioned pending completion - ",Y,24-11-2022,Incident
AM,Windows / OS,United States,Deskside,Adobe Acrobat - Installation Issues ,Y,08-11-2022,Incident
AM,Mobile Device,United States,Deskside,"ePro - Unable to order mobile phone, error message received",Y,11-11-2022,Incident
AM,,United States,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,07-11-2022,Incident
AM,,United States,Deskside,Excel - Not opening,Y,07-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,08-11-2022,Incident
AM,,India,Deskside,IBM detected malicious web browser activity on WAMJLL95Z9YD3 and the userame is Stacy.Culley,Y,13-11-2022,Incident
AM,Network,United States,Deskside,JLL Internet - Network connectivity issues on JLL device,Y,25-11-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Performance,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Hard Down / Hardware Issue - Laptop Not starting,Y,07-11-2022,Incident
AM,,United States,Deskside,JLL  PowerToys Admin rights install,Y,15-11-2022,Incident
AM,M365,United States,Deskside,BAC Outlook Teams Add inn issues,Y,10-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Google Maps (Mapping service),Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Not starting,Y,07-11-2022,Incident
AM,Printer,United States,Deskside,JLL Hardware Issue - Printer not recognized,Y,07-11-2022,Incident
AM,Printer,United States,Deskside,JLL Hardware - Office Printer Jam,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,11-11-2022,Incident
AM,,United States,Deskside,"Kat Dusza-adobe doesn't work with large formats, computer freezes and so Adobe",Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,07-11-2022,Incident
AM,Active Directory,United States,Deskside,BAC - JLL Portal - Compliance Checking at Login,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Kardin Budget System,Y,08-11-2022,Incident
AM,Access,United States,Deskside,Server - Unable to access Drives.,Y,09-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - McAfee File and Removable Media Protection (USB Encryption),Y,09-11-2022,Incident
AM,Password,Canada,Deskside,USB encryption- Executable file/Password issues,Y,10-11-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,08-11-2022,Incident
EMEA,,Egypt,Deskside,Reported Issue - Other / Miscellaneous,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,08-12-2022,Incident
AM,,United States,Deskside,JLL Outlook application Credential setup Issue - repetitive prompt,Y,26-12-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Keyboard Issues.,Y,15-11-2022,Incident
AM,Windows / OS,United States,Deskside,Said AliCherif-Reported Issue - Other / Miscellaneous,Y,11-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Project,Y,09-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,08-11-2022,Incident
AM,Windows / OS,Canada,Deskside,Reported Issue - Application - Windows 10,Y,07-12-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,18-11-2022,Incident
AM,Network,United States,Deskside,Reported Issue - Network - VPN,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-11-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN JLL Hardware Issue - Laptop Not starting,Y,16-11-2022,Incident
EMEA,Laptop,Spain,Deskside,Laptop Lost / Stolen,Y,09-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,17-11-2022,Incident
AM,Laptop,Canada,Deskside,HARD DOWN  Issue - Laptop battery not working,Y,09-11-2022,Incident
AM,M365,United States,Deskside,MS Teams issues,Y,08-11-2022,Incident
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,09-11-2022,Incident
AM,,United States,Deskside,JLL Adobe PDF BOA report issue - PDF issue,Y,10-11-2022,Incident
AM,Access,Canada,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,10-11-2022,Incident
AM,Access,Canada,Deskside,Microsoft PowerToys - Access and Installation,Y,10-11-2022,Incident
AM,Network,United States,Deskside,URGENT-Internet - Network connectivity issues,Y,09-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,07-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Cloud Suite,Y,08-11-2022,Incident
AM,,United States,Deskside,JLL Adobe PDF unable to read file on oging issue,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,09-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,13-11-2022,Incident
EMEA,Windows / OS,United Kingdom,Deskside,Tv in Collaboration area has no sound,Y,14-11-2022,Incident
AM,,United States,Deskside,JLL Smartsheet Install Assistance Requisition ID: 0000047298,Y,08-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,09-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,13-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,07-11-2022,Incident
AP,Windows / OS,Australia,Deskside,Reported Issue - Application - ,Y,22-11-2022,Incident
AM,M365,,Deskside,A user cannot log in.,Y,08-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - Excel (desktop),Y,08-11-2022,Incident
AM,,United States,Deskside,JLL Adobe Acrobat Pro - License Issues.,Y,11-11-2022,Incident
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-11-2022,Incident
AP,Windows / OS,Australia,Deskside,Windows 10 issues (OS issues only),Y,08-11-2022,Incident
AP,Email,Hong Kong,Deskside,Outlook - RE: GCPAM's Eric Lee - Email sending issues in Outlook,Y,13-12-2022,Incident
EMEA,,United Arab Emirates,Deskside,Reported Issue - Other / Miscellaneous,Y,08-11-2022,Incident
AP,,Hong Kong,Deskside,Unable login to VPN,Y,11-11-2022,Incident
AP,Printer,China,Deskside,Resolved - Unable to use printer,Y,08-11-2022,Incident
AM,Windows / OS,United States,Deskside,AWS - Application Error Reference ticket RITM1746436,Y,17-11-2022,Incident
AP,Windows / OS,Thailand,Deskside,Windows frequent lock,Y,08-11-2022,Incident
AP,,China,Deskside,Resolved - CCB bank website,Y,08-11-2022,Incident
AP,,Hong Kong,Deskside,"Unauthorized file from the ""E-mail Files"" file group detected",Y,09-11-2022,Incident
EMEA,,Germany,Deskside,Reported Issue - Application - Adobe Photoshop,Y,23-11-2022,Incident
EMEA,,Germany,Deskside,Reported Issue - Application - Adobe Photoshop,Y,10-11-2022,Incident
EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Display Monitor Screen Blue Vertical Line on the Left at DESK 4/NW/045,Y,14-11-2022,Incident
AP,Laptop,China,Deskside,Resolved - [PA] [DAL JBS]Hardware Issue - Laptop,Y,08-11-2022,Incident
EMEA,,United Arab Emirates,Deskside,Reported Issue - Server - Database,Y,09-11-2022,Incident
AP,,Hong Kong,Deskside,Cisco Jabber Issue,Y,13-02-2023,Incident
EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Monitor USB-C or HDMI Cable Missing not able to use Monitor.,Y,08-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop External monitors in office not working for user but work for others,Y,10-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop - BitLocker Key,Y,08-11-2022,Incident
AP,Email,India,Deskside,Email Issues,Y,09-11-2022,Incident
EMEA,Email,Saudi Arabia,Deskside,Email - Issue sending or receiving reported,Y,09-11-2022,Incident
EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Other,Y,16-11-2022,Incident
AP,Hardware,India,Deskside,Hardware Troubleshooting,Y,05-12-2022,Incident
EMEA,Hardware,Saudi Arabia,Deskside,Reported Issue - Hardware - Other,Y,09-11-2022,Incident
EMEA,Mobile Device,United Arab Emirates,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,08-11-2022,Incident
AM,,United States,Deskside, VPN - Connectivity issues,Y,08-11-2022,Incident
AM,,India,Deskside,CS detected a malicious installation activity on USJLLL73RH893 for user evan.brigham,Y,08-11-2022,Incident
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,22-12-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop Desk 3\NC/218 has a dodgy HDMI cable signal degradation,Y,23-11-2022,Incident
EMEA,Laptop,Germany,Deskside,Hardware Issue - Laptop,Y,09-11-2022,Incident
AM,,United States,Deskside,JLL Chrome- Web Browser not opening after update,Y,09-11-2022,Incident
AM,Access,United States,Deskside,JLL SSO apps - access issues,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,JLL Windows - Dell Desktop Background,Y,18-11-2022,Incident
AM,,Canada,Deskside,JLL Dekstop Background Options Assistance,Y,18-11-2022,Incident
AM,,United States,Deskside,URGENT VPN - JLL Outlook Credential Prompt issue,Y,18-11-2022,Incident
AM,,United States,Deskside,BAC - Visio Install Assistance,Y,08-11-2022,Incident
AM,Windows / OS,United States,Deskside,SmartView installation (adm rights required) ,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,09-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Richard Jacobs - Reported Issue - Hardware - Laptop_Desktop,Y,18-11-2022,Incident
EMEA,Laptop,Germany,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident
AM,Network,United States,Deskside,JLL  - Network -Computer   VPN  Technical issue,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Windows - Back ground issues,Y,14-11-2022,Incident
AM,Windows / OS,Canada,Deskside,Local Admin Rights - Unable to install applications,Y,08-11-2022,Incident
AM,,United States,Deskside,URGENT JLL  - Adobe PDS Unable to open to sign issue,Y,11-11-2022,Incident
AM,,United States,Deskside,Excel - File not open - Urgent ,Y,09-11-2022,Incident
AM,,United States,Deskside,JLL Admin Rights   Check Scanning  Software,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop crashing ,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,14-11-2022,Incident
AM,Access,United States,Deskside,SSO Application Access Issues,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,10-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Photoshop,Y,11-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - OneNote (desktop),Y,19-11-2022,Incident
AM,,United States,Deskside,Key Capture - Install Check Scanner,Y,14-11-2022,Incident
AM,Printer,United States,Deskside,JLL Hardware Issue -  Set up Scanner  of JLL Printer,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Paige Barker - Hardware Issue - Laptop battery issues,Y,11-11-2022,Incident
AM,,United States,Deskside,JLL Box  Box Drive needs to be installed - Need admin Rights,Y,21-11-2022,Incident
AM,Windows / OS,United States,Deskside,Software (Dell) -  Assistance,Y,09-11-2022,Incident
AM,Network,United States,Deskside,Internet - Network connectivity issues need Wifi drivers checked and form ,Y,09-11-2022,Incident
AM,Active Directory,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,09-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,09-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,22-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,09-11-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,09-11-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10 issues - Failed Update (OS),Y,16-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop crashes,Y,18-11-2022,Incident
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,11-11-2022,Incident
AM,Laptop,Canada,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident
EMEA,,United Kingdom,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,29-11-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Mouse,Y,11-11-2022,Incident
AM,,Canada,Deskside,Excel - Unable to open files from Sharepoint Online on Excel Desktop version,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Yolanda Williams - Hardware Issue - Laptop battery issues,Y,18-11-2022,Incident
AM,Access,Canada,Deskside,Hardware Issue - Accessories,Y,09-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - ,Y,09-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,14-11-2022,Incident
AM,Laptop,United States,Deskside,URGENT JLL  Hardware Issue - Laptop order ReqID 0000049021 Replace  Dell Latitude 7420 ST 5BRBNN3,Y,13-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Exchange On Premise,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop / Unable to change background,Y,18-11-2022,Incident
AM,,United States,Deskside,Rachel Prvulov - Security - Website Blocked,Y,29-11-2022,Incident
AM,Access,Canada,Deskside,Admin Rights - Calendar Access Issues.,Y,09-11-2022,Incident
AM,,United States,Deskside,Excel - DO not open - URGENT,Y,14-11-2022,Incident
AM,Windows / OS,Canada,Deskside,MAC - Software Issues - Looping ,Y,10-11-2022,Incident
AM,,United States,Deskside,Application Issue - Adobe PDF FILE  ,Y,18-11-2022,Incident
AM,Email,Canada,Deskside,Email - Slowness reported,Y,14-11-2022,Incident
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,09-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Project,Y,14-11-2022,Incident
AM,Laptop,United States,Deskside,Laptop - Bluetooth missing ,Y,09-11-2022,Incident
AM,Email,United States,Deskside,Email - Ost. file issues,Y,10-11-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop headphones ,Y,09-11-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN Issue - Laptop not working,Y,09-11-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams - Issues ,Y,09-11-2022,Incident
AM,Access,United States,Deskside,Reported Issue - Sharepoint access issues,Y,29-11-2022,Incident
AM,Access,United States,Deskside,Carrie Gillis-Outlook access issues - computer synchronization ,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Windows 10 update,Y,11-11-2022,Incident
AM,Access,United States,Deskside,CITRIX - Access Issues,Y,08-11-2022,Incident
AM,Laptop,United States,Deskside,Laptop -   Blurry screen,Y,10-11-2022,Incident
AM,M365,Canada,Deskside,Microsoft Teams - Desktop Application not loading,Y,08-11-2022,Incident
AM,,United States,Deskside,MFA doesn't work,Y,15-11-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Replacement Query/Assistance,Y,08-11-2022,Incident
AM,Printer,United States,Deskside,BAC Hardware Issue - Printer,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,09-11-2022,Incident
AM,Access,United States,Deskside,JLLURGENT  Excel SmartView  add in access issues,Y,09-11-2022,Incident
AM,Active Directory,Canada,Deskside,Software / Updates / Admin rights required,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-11-2022,Incident
AM,Active Directory,United States,Deskside,Reported Issue - Application - ,Y,10-11-2022,Incident
AM,Access,United States,Deskside,Bluebeam - Access Issues.,Y,10-11-2022,Incident
AM,,United States,Deskside,Monitor -  Installation,Y,12-11-2022,Incident
AM,Laptop,United States,Deskside,Joel Lubin's laptop,Y,24-11-2022,Incident
AM,Windows / OS,United States,Deskside,BAC - Windows 10 -  Issues with computer background,Y,09-11-2022,Incident
AM,Email,Canada,Deskside,Email - Other reported,Y,15-11-2022,Incident
AP,,New Zealand,Deskside,Reported Issue - Other / Miscellaneous,Y,08-11-2022,Incident
AM,,United States,Deskside,Adobe Acrobat  Pro -  Installation,Y,09-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Project,Y,09-11-2022,Incident
AM,Access,United States,Deskside,Joe Hayes-SSO Application Access Issues,Y,09-11-2022,Incident
AM,Access,United States,Deskside,"Tamala Kavicky - Mac - Computer Access Issues after resetting JLL password / ""your account is locked / try again in 5 minutes"" error",Y,11-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Word (desktop),Y,09-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - OneDrive,Y,09-02-2023,Incident
AM,Laptop,United States,Deskside,Shaila Islam-Reported Issue - Hardware - Laptop_Desktop- no power option.,Y,19-11-2022,Incident
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,08-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,11-11-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance,Y,10-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Application - ,Y,17-01-2023,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,23-11-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - NetApp,Y,14-11-2022,Incident
AM,Active Directory,United States,Deskside,BOA - Unlock Desktop Background.,Y,10-11-2022,Incident
AM,,United States,Deskside,Suspicious Activity,Y,16-11-2022,Incident
AM,Windows / OS,United States,Deskside,Windows - New IP Address issue - Admin Rights required,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to uninstall applications,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident
AP,,Australia,Deskside,Application Issue - WebEx - Desktop App,Y,15-11-2022,Incident
AP,Hardware,Hong Kong,Deskside,Hardware Issue - Battery and LCD,Y,09-11-2022,Incident
AP,Network,China,Deskside,Network Issues - Unable to connect to wifi or hotspot,Y,08-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Bluebeam,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Windows 10,Y,11-11-2022,Incident
AM,Mobile Device,United States,Deskside,VIP - Security - Lost or stolen non-mobile procedure,Y,16-02-2023,Incident
AP,,Australia,Deskside,Reported Issue - Office Technology,Y,09-11-2022,Incident
AP,Windows / OS,India,Deskside,Data Card,Y,16-11-2022,Incident
AP,Laptop,Hong Kong,Deskside,Laptop unable connect to Network,Y,28-11-2022,Incident
AP,Windows / OS,China,Deskside,Scramble font issue,Y,27-11-2022,Incident
AP,Printer,India,Deskside,Printers and copiers,Y,09-11-2022,Incident
EMEA,,Poland,Deskside,iPhone SE for Amazon,Y,23-11-2022,Incident
AP,Laptop,India,Deskside,Hardware Issue - Laptop Print Screen button not working,Y,16-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Performance,Y,10-11-2022,Incident
AP,Laptop,China,Deskside,Resolved - [DAL JBS] Hardware Issue - Laptop,Y,09-11-2022,Incident
AP,,India,Deskside,E3 license issue - India Mumbai,Y,22-11-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Not starting,Y,14-11-2022,Incident
EMEA,Hardware,United Kingdom,Deskside,Hardware Issue - Docking Station - Dell Precision M3800,Y,10-11-2022,Incident
AP,M365,India,Deskside,Application Issues,Y,10-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Not starting,Y,25-11-2022,Incident
EMEA,,Poland,Deskside,Reported Issue - activate roaming ,Y,30-11-2022,Incident
AP,,India,Deskside,"Crowdstrike detected a maliicous activity on ""AUMEL1LBF6FKN3"" for user""haseeb.samadi"".",Y,09-11-2022,Incident
EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,15-11-2022,Incident
EMEA,,Israel,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident
AM,Windows / OS,United States,Deskside,AWS - Application Error,Y,11-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,14-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop - Touchpad cannot be pressed - unable to right click or left click,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Application - AWS WorkSpaces (AWS),Y,16-01-2023,Incident
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,10-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,09-11-2022,Incident
AM,Network,United States,Deskside,Cara Casey - Network issues - VPN - Connectivity / Unable to sign in to VPN,Y,09-11-2022,Incident
AM,Laptop,United States,Deskside,Dana Hengstler-Reported Issue - Hardware - Laptop_Desktop,Y,28-11-2022,Incident
AM,Laptop,United States,Deskside,Jason Crump - Reported Issue - Hardware - Laptop_Desktop,Y,11-11-2022,Incident
AM,Windows / OS,United States,Deskside,Ronna Mash-Reported Issue - Application - Adobe Acrobat Pro,Y,18-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Windows 10,Y,17-01-2023,Incident
AM,Network,United States,Deskside,Reported Issue - Network - Other,Y,16-11-2022,Incident
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,11-11-2022,Incident
AM,,United States,Deskside,Personal Recovery Key Invalid - macOS,Y,17-12-2022,Incident
AM,,United States,Deskside,Personal Recovery Key Invalid - macOS,Y,14-11-2022,Incident
AM,,United States,Deskside,Personal Recovery Key Invalid - macOS,Y,09-11-2022,Incident
EMEA,,Germany,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-11-2022,Incident
EMEA,Email,Poland,Deskside,Email - Other reported,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,09-11-2022,Incident
EMEA,Windows / OS,Spain,Deskside,Reported Issue - Other / Miscellaneous - Expideted,Y,28-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Headphone audio not working on BT only when wired,Y,10-11-2022,Incident
EMEA,Hardware,Poland,Deskside,Reported Issue - Hardware - Monitor,Y,30-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,15-11-2022,Incident
AM,,United States,Deskside,Chad Buch- unable to change desktop background image back to a nice image,Y,15-11-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docker Update Install - Requires Admin Credentials,Y,10-11-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,21-11-2022,Incident
AM,Password,United States,Deskside,Michael Shenot Password Reset Assistance,Y,10-11-2022,Incident
AM,Password,United States,Deskside,Email - Need password prompt,Y,10-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,22-11-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop Camera,Y,11-11-2022,Incident
AM,M365,United States,Deskside,Microsoft Office - Word app (Docs. not being saved),Y,06-12-2022,Incident
AM,M365,United States,Deskside,Microsoft SQL Server -  redownload SSMS,Y,21-11-2022,Incident
AM,Email,United States,Deskside,Outlook - Issues ,Y,14-11-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams - Meeting invites issues,Y,14-11-2022,Incident
AM,Windows / OS,United States,Deskside,Background-Screen personalization,Y,18-11-2022,Incident
AM,,United States,Deskside,Security - Antivirus is expired,Y,14-11-2022,Incident
EMEA,Phishing,United Kingdom,Deskside,Suspected malware on mxjllljbmm6m3,Y,07-12-2022,Incident
AM,Hardware,Canada,Deskside,Hardware Issue - Docking Station Monitor Connection Issues.,Y,14-11-2022,Incident
AM,,United States,Deskside,Software issue - Powerpoint Issues ,Y,16-11-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams - Unable to see a dialpad on teams application,Y,09-11-2022,Incident
AM,M365,United States,Deskside,Microsoft Office - Sync Issues with several Office applications.,Y,23-11-2022,Incident
AM,,United States,Deskside,Photoshop - Application Issues.,Y,09-12-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - Personalize background screen picture not working,Y,10-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery Issues.,Y,29-11-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-02-2023,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,10-11-2022,Incident
