Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned
AM,Email,United States,Deskside,Outlook - Asure Resource Scheduler is not an option on outlook,Y,26-09-2022,Incident,outlook  asure resource scheduler is not an op,outlook   asure resource scheduler be not an op,outlook asure resource scheduler
AM,Access,United States,Deskside,Hardware Issue - Accessories - Cable - Docking Station,Y,26-09-2022,Incident,hardware issue  accessories  cable  docking ,hardware issue   accessory   cable   docking,hardware issue accessory cable
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,27-09-2022,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AM,Email,United States,Deskside,Outlook Email not sent,Y,26-09-2022,Incident,                            outlook email not sent,                             outlook email not send,outlook email
AM,,Canada,Deskside,Application Issue - Adobe Acrobat Pro - SharePoint,Y,27-09-2022,Incident,application issue  adobe acrobat pro  sharepoint,application issue   adobe acrobat pro   sharepoint,application issue adobe acrobat pro sharepoint
AM,Laptop,United States,Deskside,IMAGED/DEPLOYED Redeploy MacBook Pro 13 ST: C02C75RBLVDL Dan Ober Configure and Ship Laptop Hardware Issue - Laptop,Y,13-10-2022,Incident,imageddeployed redeploy macbook pro 13 st c02,imageddeploye redeploy macbook pro 13 st c02,imageddeploye redeploy macbook st c02
AM,,United States,Deskside,Application - Issues ,Y,07-10-2022,Incident,                             application  issues ,                              application   issue,application issue
AM,,United States,Deskside,Visio - Installation Issues.,Y,26-09-2022,Incident,                      visio  installation issues,                       visio   installation issue,visio installation issue
AM,Windows / OS,United States,Deskside,BAC Unable to print ,Y,26-09-2022,Incident,                              bac unable to print ,                               bac unable to print,
AM,,United States,Deskside,VPN - Connectivity Issues.,Y,29-09-2022,Incident,                        vpn  connectivity issues,                         vpn   connectivity issue,vpn connectivity issue
AM,Windows / OS,United States,Deskside,URGENT - windows defender - suspicious activity,Y,26-09-2022,Incident,   urgent  windows defender  suspicious activity,    urgent   window defender   suspicious activity,urgent window defender suspicious activity
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,26-09-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Accessories - Laptop's charging cable ,Y,29-09-2022,Incident,hardware issue  accessories  laptops chargin,hardware issue   accessory   laptop chargin,hardware issue accessory laptop chargin
AM,Windows / OS,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,27-09-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Overheatin issue Replacement,Y,27-09-2022,Incident,jll hardware issue  laptop overheatin issue re,jll hardware issue   laptop overheatin issue re,jll hardware issue laptop overheatin issue re
AM,,United States,Deskside,Swati Gupta-JLL VMWare   installing the 5.5.1 version of VMWare Horizon Client ,Y,26-09-2022,Incident,swati guptajll vmware   installing the 551 v,swati guptajll vmware    instal the 551 v,swati guptajll vmware instal
AM,Hardware,United States,Deskside,Hardware - Provide admin rights.,Y,27-09-2022,Incident,                  hardware  provide admin rights,                   hardware   provide admin right,
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,18-10-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,,United States,Deskside,Application Issue - Adobe,Y,23-09-2022,Incident,                         application issue  adobe,                          application issue   adobe,application issue adobe
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - URGENT!!!,Y,23-09-2022,Incident,               hardware issue  laptop  urgent,                hardware issue   laptop   urgent,hardware issue laptop
AM,M365,Canada,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,26-09-2022,Incident,reported issue  application  microsoft teams ,report issue   application   microsoft team,report issue application microsoft team
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,27-09-2022,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,28-10-2022,Incident,  reported issue  application  outlook desktop,   report issue   application   outlook desktop,report issue application outlook desktop
AM,Windows / OS,United States,Deskside,Mac - Computer Issues,Y,26-09-2022,Incident,                             mac  computer issues,                              mac   computer issue,mac computer issue
AM,M365,United States,Deskside,Microsoft Teams â€“ Teams is slow or unusable,Y,23-09-2022,Incident,     microsoft teams â teams is slow or unusable,      microsoft team â team be slow or unusable,microsoft team â team
AM,,United States,Deskside,BAC - VPN - Issues,Y,04-10-2022,Incident,                                bac  vpn  issues,                                 bac   vpn   issue,bac vpn issue
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,27-09-2022,Incident,                 reported issue  hardware  other,                  report issue   hardware   other,report issue hardware
AM,,United States,Deskside,File Transfer Issue - Space needs to be freed up on hard drive to allow download as needed. - Deskside support.,Y,11-10-2022,Incident,file transfer issue  space needs to be freed u,file transfer issue   space need to be free u,issue space need free u
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,01-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,29-09-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,,United States,Deskside,macOS - Personal Recovery Key Invalid.,Y,26-09-2022,Incident,            macos  personal recovery key invalid,             maco   personal recovery key invalid,personal recovery key invalid
AM,,United States,Deskside,macOS - Personal Recovery Key Invalid.,Y,29-09-2022,Incident,            macos  personal recovery key invalid,             maco   personal recovery key invalid,personal recovery key invalid
AM,,United States,Deskside,macOs - Personal Recovery Key Invalid.,Y,26-09-2022,Incident,            macos  personal recovery key invalid,             maco   personal recovery key invalid,personal recovery key invalid
AM,,United States,Deskside,macOS - Personal Recovery Key Invalid.,Y,26-09-2022,Incident,            macos  personal recovery key invalid,             maco   personal recovery key invalid,personal recovery key invalid
AM,Active Directory,United States,Deskside,Account Lockouts issue,Y,26-09-2022,Incident,                            account lockouts issue,                             account lockout issue,account lockout issue
AM,Hardware,United States,Deskside,JLL Hardware Issue - Docking Station Dell Display Manager setup,Y,26-09-2022,Incident,jll hardware issue  docking station dell displ,jll hardware issue   docking station dell displ,jll hardware issue station dell displ
AM,,United States,Deskside,JLL HR Direct / Workday - site error Issues,Y,29-09-2022,Incident,       jll hr direct  workday  site error issues,        jll hr direct   workday   site error issue,jll hr direct workday site error issue
AP,M365,India,Deskside,Microsoft Teams - Designation on MS Teams is incorrect,Y,05-10-2022,Incident,microsoft teams  designation on ms teams is in,microsoft team   designation on ms team be in,microsoft team designation ms team
AM,Laptop,Canada,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,,United States,Deskside,JLL Admin Rights Quicken Assistance,Y,26-09-2022,Incident,               jll admin rights quicken assistance,                jll admin right quicken assistance,jll admin quicken assistance
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Docking_Station,Y,27-09-2022,Incident,       reported issue  hardware  docking_station,        report issue   hardware   docking_station,report issue hardware docking_station
AM,Email,United States,Deskside,Email - Other reported,Y,26-09-2022,Incident,                            email  other reported,                             email   other report,
AM,Network,United States,Deskside,Reported Issue - Network - VPN,Y,04-10-2022,Incident,                    reported issue  network  vpn,                     report issue   network   vpn,report issue network vpn
AM,Laptop,United States,Deskside,Ester Rivera - Reported Issue - Hardware - Laptop_Desktop ,Y,02-11-2022,Incident,ester rivera  reported issue  hardware  lapt,ester rivera   report issue   hardware   lapt,ester rivera report issue hardware lapt
AP,Access,Australia,Deskside,Network Drive - can t access \\aubne04insp001\brisbane,Y,25-09-2022,Incident,network drive  can t access aubne04insp001b,network drive   can t access aubne04insp001b,network drive t access aubne04insp001b
AM,Access,United States,Deskside,JLL Network Off Network computer  access Login Error received,Y,11-10-2022,Incident,jll network off network computer  access login ,jll network off network computer   access login,jll network network computer access login
AP,Email,Australia,Deskside,Email - Other reported,Y,25-09-2022,Incident,                            email  other reported,                             email   other report,
AP,Email,Australia,Deskside,Outlook Add-In - Condeco,Y,27-09-2022,Incident,                          outlook addin  condeco,                           outlook addin   condeco,outlook addin condeco
AP,,Malaysia,Deskside,BitLocker Recovery,Y,26-09-2022,Incident,                                bitlocker recovery,                                 bitlocker recovery,bitlocker recovery
AP,,Malaysia,Deskside,PDF's wont open,Y,29-09-2022,Incident,                                   pdfs wont open,                                    pdfs will not open,
AM,Hardware,United States,Deskside,Laura Hoye - Reported Issue - Hardware - Camera is not working,Y,20-12-2022,Incident,laura hoye  reported issue  hardware  camera,laura hoye   report issue   hardware   camera,laura hoye report issue hardware camera
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,09-01-2023,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AP,Email,China,Deskside,Telephony Issue - Voicemail,Y,27-09-2022,Incident,                       telephony issue  voicemail,                        telephony issue   voicemail,telephony issue voicemail
