close notes,resolver grp,summary,Cleaned_Column
"Issue Identification: ALERT:  DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6525c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
User confirmed as issue got fixed.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,user confirmed as issue got fixed
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on PHOENIX-AIMS is : 94 %,resolution notes copied from parent incident issue resolved
Backlog cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,backlog cleared
"Issue Identification: ALERT:  DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6517c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue Identification: ALERT:  DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 18 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 18 % is available,"issue identification alert  disk space on xa6528c label 88e6af70 has currently 18  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Warning	,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmdev-ora01 is Critical,cpu utilization is normal now reset email generated
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down,issue has been resolved without action alert reset  issue detected as resolved by orion
"Issue Identification: ALERT:  DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6516c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue Identification: ALERT:  DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6506c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,alert reset  issue detected as resolved by orion
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-STL-891-BOE-R02.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Issue Identification: ALERT:  DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 19 % is available,"issue identification alert  disk space on xa6505c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical Alert: Memory Utilization on AUS-BIPRD-PUB01 is : 98 %,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,ESX ALERT: decatur-esx01.haasgroupintl.com is Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support, NODE ALERT: DECATUR-DC01 is Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
"Issue Identification: ALERT:  DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6514c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on G-TRAXPRODWEB3 is in a current state of: Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Issue Identification: ALERT:  DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6520c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
Issue resolved as confirmed by user.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,issue resolved as confirmed by user
Service is in running state. Could be false alert. Closing the ticket.,Citrix Support,Critical ALERT:  A Baseline Services_Windows component  on XA6531 is in a current state of: Down,service is in running state could be false alert closing the ticket
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,resolution notes copied from parent incident issue resolved
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB07 is in a current state of: Critical,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical,Alert: CPU Utilization in GJDEWEB07 is Critical	,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,"alert reset  issue detected as resolved by orion
orion alert details"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on AUS-NETMON is Critical	,"alert reset  issue detected as resolved by orion
orion alert details"
Now the utilization is normal,Linux Support,Alert: CPU Utilization on tcmprd-ws03.tcmis.com is Warning,now the utilization is normal
Now the utilization is normal,Linux Support,Alert: CPU Utilization on tcmprd-ws02.tcmis.com is Warning,now the utilization is normal
Now the utilization is normal.,Linux Support,Alert: Memory Utilization on infpoc-oem02.tcmis.com is warning,now the utilization is normal
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical,Alert: CPU Utilization on GJDEWEB07 is Critical,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,alert reset  issue detected as resolved by orion
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,ESX ALERT: ukvsh1.wescohq.com is Down,"alert reset  issue detected as resolved by orion
orion alert details"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,ESX ALERT: ukvsh2.wescohq.com is Down,"alert reset  issue detected as resolved by orion
orion alert details"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,ESX ALERT: ukvsh3.wescohq.com is Down,"alert reset  issue detected as resolved by orion
orion alert details"
"Services are up and running.
Hence resolving the incident.",JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down,"services are up and running
hence resolving the incident"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
"Issue Identification: ALERT:  DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert  disk space on xa6512c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-WIT-891-CESPA-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA65SPEC02 is in a current state of: Down,"alert reset  issue detected as resolved by orion
orion alert details"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical, NODE ALERT: GJDEWEB07 has rebooted,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",JDE CNC Technical,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB07 is in a current state of: Down,"hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - CESS: Wichita Pawnee - AMER - 5800 East Pawnee Building B-50, Wichita, KS 67218, USA",alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,alert reset  issue detected as resolved by orion
"Node Name: PHOENIX-AIMS
IP address: 10.102.17.6
Alert Time: Monday, June 27, 2022 11:39 PM
Severity: Normal

Current memory utilization : 93 % 

Free Memory Available : 7 % 

Total Memory : 16.0 G

Memory Used : 15.0 G

Memory Available : 1.0 G 
",Windows Support,Warning Alert: Memory Utilization on Phoenix-ESX02.haasgroupintl.com is : 95 %,"node name phoenixaims
ip address 10102176
alert time monday june 27 2022 1139 pm
severity normal

current memory utilization  93  

free memory available  7  

total memory  160 g

memory used  150 g

memory available  10 g 
"
Backlogs are cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,backlogs are cleared
Form server is up and running.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,form server is up and running
"We restarted the services, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws02.tcmis.com is Down,we restarted the services now it is up and running
"We restarted the services, Now it is UP and running.",Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws02.tcmis.com is Down,we restarted the services now it is up and running
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-OCA-C1111-LMC-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Node Name: GBVVSRD3

IP address: 10.224.40.153

Alert Time: Tuesday, June 28, 2022 3:28 AM

CPU Utilization: 0 %
",Windows Support,Alert: CPU Utilization on GBVVSRD3 is Critical	,"node name gbvvsrd3

ip address 1022440153

alert time tuesday june 28 2022 328 am

cpu utilization 0 
"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down,"alert reset  issue detected as resolved by orion
orion alert details"
"Node Name: AUSTX-Datamatic

IP address: 10.50.112.51

Alert Time: Tuesday, June 28, 2022 3:55 AM

CPU Utilization: 71 %

",Windows Support,Alert: CPU Utilization on AUSTX-Datamatic is Critical	,"node name austxdatamatic

ip address 105011251

alert time tuesday june 28 2022 355 am

cpu utilization 71 

"
"Node Name: AUS-BIPRD-PUB02

IP address: 192.168.11.185

Alert Time: Tuesday, June 28, 2022 4:43 AM

CPU Utilization: 21 %",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Warning	,"node name ausbiprdpub02

ip address 19216811185

alert time tuesday june 28 2022 443 am

cpu utilization 21 "
"Node Name: AUS-BIPRD-PUB02

IP address: 192.168.11.185

Alert Time: Tuesday, June 28, 2022 4:43 AM

CPU Utilization: 21 %
",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,"node name ausbiprdpub02

ip address 19216811185

alert time tuesday june 28 2022 443 am

cpu utilization 21 
"
"Issue Identification: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,"issue identification cpu utilization on ausesx17haasgroupintlcom is warning	
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
"Issue Identification: Memory Utilization on CAV-SQLDW04 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on CAV-SQLDW04 is : 94 %,"issue identification memory utilization on cavsqldw04 is  94 
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUSTX-Datamatic is Critical	,alert reset  issue detected as resolved by orion
"Application: Windows DHCP Server - Full/Almost_Full 

Application Component: Service: DHCP Server(Up), Error: Server Scope is Full(Up) 

Application State: Up

Node: AUS-DHCP01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.138

This issue occurred on Tuesday, June 28, 2022 6:24 AM CT.
",Windows Support,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down,"application windows dhcp server  fullalmost_full 

application component service dhcp serverup error server scope is fullup 

application state up

node ausdhcp01

node description windows 2012 r2 server

ip address 19216811138

this issue occurred on tuesday june 28 2022 624 am ct
"
"Application: Windows DHCP Server - Full/Almost_Full 

Application Component: Service: DHCP Server(Up), Error: Server Scope is Full(Up) 

Application State: Up

Node: AUS-DHCP01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.138

This issue occurred on Tuesday, June 28, 2022 6:24 AM CT.
",Windows Support,DHCP Alerts: Service Impacted on  192.168.11.138 Location *DATA CENTER: AUSTIN,"application windows dhcp server  fullalmost_full 

application component service dhcp serverup error server scope is fullup 

application state up

node ausdhcp01

node description windows 2012 r2 server

ip address 19216811138

this issue occurred on tuesday june 28 2022 624 am ct
"
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",alert reset  issue detected as resolved by orion
"Issue Identification: ALERT: DISK SPACE on XA6519-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6519-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6519c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,"alert reset  issue detected as resolved by orion
orion alert details"
"Issue Identification: Memory Utilization on GBVVSCL3 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,"issue identification memory utilization on gbvvscl3 is  94 
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
"Node Name: AUSTX-Datamatic

IP address: 10.50.112.51

Alert Time: Tuesday, June 28, 2022 8:16 AM

CPU Utilization: 49 %
",Windows Support,Alert: CPU Utilization on AUSTX-Datamatic is Critical	,"node name austxdatamatic

ip address 105011251

alert time tuesday june 28 2022 816 am

cpu utilization 49 
"
"Volume: XA6527-C:\ Label: 88E6AF70:
Total size: 73.2 G
Percent used: 78 %
Space available: 16.4 G
Percent available: 22 %
Node Description: Windows 2008 R2 Server
IP Address: 192.168.52.7

This issue occurred on Tuesday, June 28, 2022 8:16 AM CT.
",Citrix Support,ALERT: DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available,"volume xa6527c label 88e6af70
total size 732 g
percent used 78 
space available 164 g
percent available 22 
node description windows 2008 r2 server
ip address 192168527

this issue occurred on tuesday june 28 2022 816 am ct
"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: US-WIT-2960XR-IDF1-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Issue Identification: ALERT: DISK SPACE on XA6501-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6501-C:\ Label: 88E6AF70 has currently 19 % is available,"issue identification alert disk space on xa6501c label 88e6af70 has currently 19  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
user confirmed as issue got fixed.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,user confirmed as issue got fixed
"As confirmed by Amit, we are shutting this server down. Email confirmation attached.",Linux Support,Alert: CPU Utilization on tcmdev-ora01 is Warning,as confirmed by amit we are shutting this server down email confirmation attached
User confirmed as issue got fixed.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,user confirmed as issue got fixed
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,alert reset  issue detected as resolved by orion
"Issue Identification: ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6523c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue Identification: ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6528c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
ukvsh2.wescohq.com  server decommissioned ,Windows Support,ESX ALERT: ukvsh2.wescohq.com is Down,ukvsh2wescohqcom  server decommissioned 
 ukvsh3 server decommissioned ,Windows Support,ESX ALERT: ukvsh3.wescohq.com is Down, ukvsh3 server decommissioned 
ukvsh1 server decommissioned ,Windows Support,ESX ALERT: ukvsh1.wescohq.com is Down,ukvsh1 server decommissioned 
 UKDC1 server decommissioned ,Windows Support, NODE ALERT: UKDC1 is Down, ukdc1 server decommissioned 
