close notes,resolver grp,summary,Cleaned_Column
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,alert cpu utilization on ausbiprdpub02 is critical	
"Node Name: aus-esx17.haasgroupintl.com

IP address: 10.50.17.17

Alert Time: Friday, June 24, 2022 4:43 AM

CPU Utilization: 65 %
",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	,alert cpu utilization on ausesx17haasgroupintlcom is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Warning	,alert cpu utilization on ausbiprdpub02 is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,alert cpu utilization on gbvvsdv0 is critical	
Webserver restarted and the component is UP now.,Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-haasr02.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdhaasr02tcmiscom is down
"Application State: Up

Node: AUS-GHS01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.120

This issue occurred on Friday, June 24, 2022 5:15 AM CT.
",Windows Support,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,critical alert  a microsoft iis component  on ausghs01 is in a current state of down
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6505c label 88e6af70 has currently 20  is available
Webserver restarted and the component is UP now.,Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-haasr03.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdhaasr03tcmiscom is down
"Issue Identification: ALERT: DISK SPACE on XA6510-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6510-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6510c label 88e6af70 has currently 20  is available
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CA-QUE-BOM8-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down caquebom8c1111r01wescoaircraftcom is down
"Node Name: AUS-BIPRD-PUB02

IP address: 192.168.11.185

Alert Time: Friday, June 24, 2022 6:04 AM

CPU Utilization: 41 %
",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,alert cpu utilization on ausbiprdpub02 is critical	
"Resolution notes copied from Parent Incident: all looks good
issue resolved",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,alert cpu utilization on ausesx17haasgroupintlcom is warning	
Webserver restarted and the component is UP now.,Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-haasr02.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdhaasr02tcmiscom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,tier 3  critical device down usken891hxlr01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down cnxiac1111r01wescoaircraftcom is down
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6512c label 88e6af70 has currently 19  is available
"Issue Identification: Memory Utilization on USAZSCCMCAS01 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %,warning alert memory utilization on usazsccmcas01 is  94 
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",group alert group is down  network team tickets tier3  xian  apac  level 2 unit b no 5 lantian road yanliang xian china
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6502-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6502c label 88e6af70 has currently 20  is available
"Issue Identification: CPU Utilization on GBV-ORIONAPP01 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on GBV-ORIONAPP01 is Warning	,alert cpu utilization on gbvorionapp01 is warning	
User confirmed as issue fixed.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on usavsfm0 is in a current state of critical
"We restarted the service, Now it is UP and running.",Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-sso06.haasgroupintl.com is Down,critical alert  a tcmis services 20 component  on tcmprdsso06haasgroupintlcom is down
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6530c label 88e6af70 has currently 20  is available
"Node Name: GBDVSMS0
IP address: 10.224.96.180
Alert Time: Friday, June 24, 2022 9:32 AM
Severity: Normal

Current memory utilization : 92 % 

Free Memory Available : 8 % 

Total Memory : 18.0 G

Memory Used : 16.6 G

Memory Available : 1.4 G 
",Windows Support,Warning Alert: Memory Utilization on GBDVSMS0 is : 95 %,warning alert memory utilization on gbdvsms0 is  95 
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6527c label 88e6af70 has currently 20  is available
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6529c label 88e6af70 has currently 20  is available
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6517c label 88e6af70 has currently 20  is available
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on AUS-DEVWIKI01 is Critical	,alert cpu utilization on ausdevwiki01 is critical	
,Windows Support,NODE ALERT: gbdvssq0 is Down,node alert gbdvssq0 is down
Resolution notes copied from Parent Incident: issue resolved,Windows Support,ALERT: Critical disk utilization in GBVVSPR1,alert critical disk utilization in gbvvspr1
Resolution notes copied from Parent Incident: issue resolved,Windows Support,ALERT: Critical disk utilization in GBVVSPR1,alert critical disk utilization in gbvvspr1
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmprd02-haasr01.tcmis.com is warning,alert memory utilization on tcmprd02haasr01tcmiscom is warning
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6508-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6508c label 88e6af70 has currently 19  is available
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,tier 3  critical device down frtartz300f01 is down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical,Alert: CPU Utilization in GJDEWEB08 is Critical	,alert cpu utilization in gjdeweb08 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Warning	,alert cpu utilization on gemeraldprism is warning	
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6525c label 88e6af70 has currently 20  is available
Alert reset - issue detected as resolved by Orion,Windows Support,ALERT: DISK SPACE on GBVVSPR1-E:\ Label:DATA 72D25ECB has currently 10 % is available,alert disk space on gbvvspr1e labeldata 72d25ecb has currently 10  is available
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6523c label 88e6af70 has currently 19  is available
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: US-SAN-891-R01.wescoaircraft.com is Down,tier 3  critical device down ussan891r01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on CODEPROXY01 is Critical	,alert cpu utilization on codeproxy01 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on G-TRAXPRODWEB3 is in a current state of: Down,critical alert  a baseline services_windows component  on gtraxprodweb3 is in a current state of down
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical,Alert: CPU Utilization in GJDEWEB04 is Critical	,alert cpu utilization in gjdeweb04 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA6531 is in a current state of: Down,critical alert  a baseline services_windows component  on xa6531 is in a current state of down
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6507-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6507c label 88e6af70 has currently 19  is available
Closing the to ticket Enough space is available on Server's C drive .,Citrix Support,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 8 % is available,alert disk space on xa6506c label 88e6af70 has currently 8  is available
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6526-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6526c label 88e6af70 has currently 20  is available
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6524c label 88e6af70 has currently 19  is available
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
Issue has been resolved post server reboot,Citrix Support,Alert: Memory Utilization on XA6520 is in Warning,alert memory utilization on xa6520 is in warning
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 97 %,warning alert memory utilization on usazsccmcas01 is  97 
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6506c label 88e6af70 has currently 20  is available
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is warning,alert memory utilization on tcmprdws06tcmiscom is warning
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	,alert cpu utilization on ausfileaudit01 is critical	
"Hi, 

I'm happy to stop the monitoring on the devices at the that site.

Thanks

Steven McAinsh 
Senior Systems & Solutions Architecture Manager 
smcainsh@incora.com | +44 (0) 1332 576 226 | +44 (0) 7515975564
Incora | Ascot Business Park, 50 Longbridge Lane | Derby, DE24 8UJ | incora.com                      
 

 
 
 




From: Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com> 
Sent: 25 June 2022 04:19
To: Steven McAinsh <smcainsh@pattonair.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down

Hi Steen

The device  has down status again , I have hold the  Alert ticket now , can we stop monitor  from SolarWinds? , Please advice 


Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 

From: Raajasekar Dharmaraj 
Sent: Friday, June 24, 2022 10:12 PM
To: Owen Grein <Owen.Grein@wescoair.com>; Raajasekar Dharmaraj <raajasekar.dharmaraj@incora.com>; Steven McAinsh <smcainsh@pattonair.com>; Owen Grein <owen.grein@incora.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down

Hi Steven/Owen

The ukhdnas is UP now 


Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 

From: Owen Grein <Owen.Grein@wescoair.com> 
Sent: Friday, June 24, 2022 8:20 PM
To: Raajasekar Dharmaraj <raajasekar.dharmaraj@incora.com>; Steven McAinsh <smcainsh@pattonair.com>; Owen Grein <owen.grein@incora.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: Re: NODE ALERT: ukhdnas.wescohq.com is Down

Hi, 
No idea sorry, I'm not involved in decommissioning work at Huddersfield site. 

Get Outlook for iOS
________________________________________
From: Raajasekar Dharmaraj <raajasekar.dharmaraj@incora.com>
Sent: Friday, June 24, 2022 3:48:59 PM
To: Steven McAinsh <smcainsh@pattonair.com>; Owen Grein <owen.grein@incora.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down 
 
Hi Steven /Owen
 
We have not reachable  the Huddersfield ukhdnas Device, Can you please confirm the device has power off for decommission Task ?
 
 
Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 
 
From: Ruby Winds <ruby.winds@wescoair.com> 
Sent: Friday, June 24, 2022 3:57 AM
To: Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: NODE ALERT: ukhdnas.wescohq.com is Down
 
Node status: Down
Node: ukhdnas.wescohq.com
Node Description: QNAP SYSTEMS, INC
IP Address: 192.168.0.244

This issue occurred on Thursday, June 23, 2022 5:26 PM CT.

Alert Name: Backup Device - DOWN -critical -Threshold-6
View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:4518
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:98203
To claim ownership of this issue: CLICK TO ACKNOWLEDGE

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.
If you acknowledge this alert, you are now responsible for resolving this issue.

Ruby Winds | Monitoring 
Email: ruby.winds@wescoair.com | Web: www.wescoair.com

 
",Backup Support,NODE Down ALERT: ukhdnas.wescohq.com is Down,node down alert ukhdnaswescohqcom is down
"Duplicate ticket created against  INC0117146 so closing the ticket . 
",Backup Support,NODE ALERT: ukhdnas.wescohq.com is Down,node alert ukhdnaswescohqcom is down
Now the utilization is normal. Hence we are closing this ticket,Linux Support,Alert: Memory Utilization on apexprd-ora01.haasgroupintl.com is warning,alert memory utilization on apexprdora01haasgroupintlcom is warning
Issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6520c label 88e6af70 has currently 20  is available
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 96 %,warning alert memory utilization on gbvvscl3 is  96 
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down, node alert itest2wescohqcom is down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted, node alert valjdelog01 has rebooted
"We restarted the application, Now it is UP and running.",Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws06.tcmis.com is Down,critical alert  a tcmis services 20 component  on tcmprdws06tcmiscom is down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted, node alert devjdejas2 has rebooted
"We restarted the application, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws06.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdws06tcmiscom is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSML5 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsml5 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSRD5 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsrd5 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,ALERT: DISK SPACE on GBVVSML5-C:\ Label: 26AAB525 has currently 9 % is available,alert disk space on gbvvsml5c label 26aab525 has currently 9  is available
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on CAV-CMDR02 is Critical	,alert cpu utilization on cavcmdr02 is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-MLEINPROD1 is in a current state of: Critical,critical alert  a windows server 2019 services and counters component  on txaumleinprod1 is in a current state of critical
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB08 is in a current state of: Critical,critical alert  a jde_webserver_services component  on gjdeweb08 is in a current state of critical
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmprd-ws01.tcmis.com is warning,alert memory utilization on tcmprdws01tcmiscom is warning
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,critical alert  a distributed file system dfs component  on ausdfs01 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on SGSVSFS0 is in a current state of: Down,critical alert  a baseline services_windows component  on sgsvsfs0 is in a current state of down
Monitor agent service on running on server,Windows Support,Critical ALERT:  A monitoringhost component  on AUS-BIPRD-PUB01 is in a current state of: Down,critical alert  a monitoringhost component  on ausbiprdpub01 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSML1 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsml1 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA65SPEC02 is in a current state of: Down,critical alert  a baseline services_windows component  on xa65spec02 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down,critical alert  a microsoft iis component  on usauwcsapp01 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on SGSVSFS0 is : 95 %,warning alert memory utilization on sgsvsfs0 is  95 
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: GJDEWEB04 has rebooted, node alert gjdeweb04 has rebooted
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: GJDEWEB08 has rebooted, node alert gjdeweb08 has rebooted
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB08 is in a current state of: Down,critical alert  a jde_webserver_services component  on gjdeweb08 is in a current state of down
"We restarted the application, Now it is UP and running.",Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws01.tcmis.com is Down,critical alert  a tcmis services 20 component  on tcmprdws01tcmiscom is down
"We restarted the application, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws01.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdws01tcmiscom is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on SGSVSMS0 is : 95 %,warning alert memory utilization on sgsvsms0 is  95 
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: IL-AKK-2960X-IDF-S01.wescoaircraft.com is Down,tier 1  critical alert ilakk2960xidfs01wescoaircraftcom is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: PLCVSMS0 is Down, node alert plcvsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: USIVSMS1 is Down, node alert usivsms1 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: PLSVSMS0 is Down, node alert plsvsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: USOVSMS0 is Down, node alert usovsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: USMVSMS0 is Down, node alert usmvsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: SGSVSMS0 is Down, node alert sgsvsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: GBDVSMS0 is Down, node alert gbdvsms0 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: ITMVSMS0 is Down, node alert itmvsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: USAVSMS0 is Down, node alert usavsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: FRTVSMS0 is Down, node alert frtvsms0 is down
SCCM server now migrated to London ,Windows Support, NODE ALERT: GBSVSMS0 is Down, node alert gbsvsms0 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: GBVVSCM1 is Down, node alert gbvvscm1 is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on VALDC02 is Critical	,alert cpu utilization on valdc02 is critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down cnxiac1111r01wescoaircraftcom is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 95 %,warning alert memory utilization on gbvvscl3 is  95 
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on KSWI-FILE01 is Critical	,alert cpu utilization on kswifile01 is critical	
"VM tools upgrade , service is up now 
Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Critical ALERT:  A Richardo Services component  on DC03PAPRC01 is in a current state of: Down,critical alert  a richardo services component  on dc03paprc01 is in a current state of down
"VM tools upgrade , checked service is up now 
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on DC03PAPRC01 is in a current state of: Down,critical alert  a baseline services_windows component  on dc03paprc01 is in a current state of down
"VM tools upgrade , service is up now 
Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on DC03PINCA04 is in a current state of: Down,critical alert  a baseline services_windows component  on dc03pinca04 is in a current state of down
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",group alert group is down  network team tickets tier3  xian  apac  level 2 unit b no 5 lantian road yanliang xian china
monitoringhost agent service is running on server.,Windows Support,Critical ALERT:  A monitoringhost component  on AUS-BIPRD-PUB01 is in a current state of: Down,critical alert  a monitoringhost component  on ausbiprdpub01 is in a current state of down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-SUZ-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down cnsuzc1111r01wescoaircraftcom is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on gbvfsmo0 is  94 
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Suzhou - Suzhou, China",group alert group is down  network team tickets tier3  suzhou  suzhou china
CPU Usage is normal on server now,Windows Support,Alert: CPU Utilization on IESPRODFRS is Critical	,alert cpu utilization on iesprodfrs is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,critical alert  a microsoft iis component  on gmoveitt1 is in a current state of down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,tier 3  critical device down ukredtz300f01 is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	,alert cpu utilization on ausfileaudit01 is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUSTX-Datamatic is Critical	,alert cpu utilization on austxdatamatic is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Now the utilization is normal. Hence we are closing this ticket,Linux Support,Alert: Memory Utilization on tcmprd-ws02.tcmis.com is warning,alert memory utilization on tcmprdws02tcmiscom is warning
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Warning	,alert cpu utilization on gemeraldprism is warning	
