,ClosureDate,Type,Region,Category,Country,Group,Summary,TSC,Summary_c,Summary_lemma,Summary_POS_Removed
13773,01-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13774,01-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13775,01-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13776,01-11-2022,Incident,EMEA,,Saudi Arabia,Deskside,Reported Issue - Application - Adobe Acrobat Pro,N,reported issue  application  adobe acrobat pro,report issue   application   adobe acrobat pro,report issue application
13777,01-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13778,01-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13779,01-11-2022,Incident,EMEA,Network,United Arab Emirates,Deskside,Reported Issue - Network - WiFi,N,reported issue  network  wifi,report issue   network   wifi,report issue network wifi
13780,01-11-2022,Service Request,EMEA,,Poland,Deskside, broken screen in mobile phone,N, broken screen in mobile phone,  break screen in mobile phone,break screen phone
13781,02-11-2022,Service Request,EMEA,,Bahrain,Deskside,PDS EMEA (Bahrain) - AutoDesk Docs,N,pds emea bahrain  autodesk docs,pds emea bahrain   autodesk docs,pds emea bahrain autodesk docs
13782,04-11-2022,Service Request,EMEA,General Request,Turkey,Deskside,General request,N,general request,general request,request
13783,09-11-2022,Incident,EMEA,,Poland,Deskside,duplikat karty SIM ,N,duplikat karty sim ,duplikat karty sim,duplikat karty sim
13784,04-11-2022,Service Request,EMEA,,Germany,Deskside,Request access to an application - Microsoft Project,N,request access to an application  microsoft project,request access to an application   microsoft project,request access application microsoft project
13785,02-11-2022,Service Request,EMEA,,Germany,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13786,10-11-2022,Incident,EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Headset,N,reported issue  hardware  headset,report issue   hardware   headset,report issue hardware headset
13787,01-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Induction completed 24/10/22 - Neal Gardner - UKLONN25610,N,induction completed   neal gardner  ,induction complete    neal gardner  ,induction neal gardner
13788,02-11-2022,Service Request,EMEA,General Request,Italy,Deskside,General request,N,general request,general request,request
13789,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3350,N,imac coe ,imac coe,imac coe
13790,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2733,N,imac coe ,imac coe,imac coe
13791,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3217,N,imac coe ,imac coe,imac coe
13792,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2829,N,imac coe ,imac coe,imac coe
13793,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2639,N,imac coe ,imac coe,imac coe
13794,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3244,N,imac coe ,imac coe,imac coe
13795,01-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3259,N,imac coe ,imac coe,imac coe
13796,01-11-2022,Incident,EMEA,Mobile Device,Italy,Deskside,Reported Issue - Hardware - Smartphone_Mobile,N,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
13797,05-11-2022,Service Request,EMEA,,Poland,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13798,05-12-2022,Incident,EMEA,,Poland,Deskside,Reported Issue - phone,N,reported issue  phone,report issue   phone,report issue phone
13799,01-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Remediation 24/10/22 - Lee Groom - uknorn20570 to uklonn26135,N,remediation   lee groom   to ,remediation    lee groom    to,remediation lee groom
13800,12-11-2022,Service Request,EMEA,,France,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13801,01-11-2022,Service Request,EMEA,,Poland,Deskside,IMAC COE PLWARN3209,N,imac coe ,imac coe,imac coe
13802,01-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13803,01-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13804,01-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13805,01-11-2022,Incident,EMEA,Access,United Arab Emirates,Deskside,Reported Issue - Office Technology,N,reported issue  office technology,report issue   office technology,report issue office technology
13806,01-11-2022,Incident,EMEA,Access,Oman,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13807,02-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13808,01-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13809,02-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13810,02-11-2022,Service Request,EMEA,General Request,Spain,Deskside,General request,N,general request,general request,request
13811,03-11-2022,Incident,EMEA,,United Kingdom,Deskside,Reported Issue - Application - Asta Power Project,N,reported issue  application  asta power project,report issue   application   asta power project,report issue application power project
13812,01-11-2022,Incident,EMEA,Access,United Arab Emirates,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13813,02-11-2022,Service Request,EMEA,,France,Deskside,Request a password reset or unlock an account Sephora Khalifa,N,request a password reset or unlock an account sephora khalifa,request a password reset or unlock an account sephora khalifa,password reset account sephora khalifa
13814,01-11-2022,Incident,EMEA,,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13815,04-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13816,02-11-2022,Incident,EMEA,Mobile Device,United Arab Emirates,Deskside,Reported Issue - Hardware - Smartphone_Mobile,N,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
13817,01-11-2022,Incident,EMEA,Network,Poland,Deskside,Reported Issue - Network - Other,N,reported issue  network  other,report issue   network   other,report issue network
13818,12-12-2022,Incident,EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13819,01-11-2022,Incident,EMEA,,Spain,Deskside,Reported Issue - Application - Peoplesoft Financials,N,reported issue  application  peoplesoft financials,report issue   application   peoplesoft financial,report issue application
13820,01-11-2022,Incident,EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13821,01-11-2022,Incident,EMEA,Windows / OS,Poland,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13822,01-11-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,Norwich - Austin House - Issues connecting to monitors ,N,norwich  austin house  issues connecting to monitors ,norwich   austin house   issue connect to monitor,austin house issue connect
13823,02-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13824,01-11-2022,Incident,EMEA,,Spain,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13825,01-11-2022,Incident,EMEA,Network,Egypt,Deskside,Reported Issue - Network - VPN,N,reported issue  network  vpn,report issue   network   vpn,report issue network vpn
13826,02-11-2022,Incident,EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Headset,N,reported issue  hardware  headset,report issue   hardware   headset,report issue hardware headset
13827,01-11-2022,Incident,EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Monitor,N,reported issue  hardware  monitor,report issue   hardware   monitor,report issue hardware monitor
13828,02-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13829,02-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13830,02-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13831,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13832,01-11-2022,Incident,EMEA,,Poland,Deskside,company portal sync issue,N,company portal sync issue,company portal sync issue,company sync issue
13833,02-11-2022,Service Request,EMEA,,Saudi Arabia,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13834,02-11-2022,Service Request,EMEA,,Poland,Deskside,mobile phone setup,N,mobile phone setup,mobile phone setup,phone setup
13835,01-11-2022,Incident,EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13836,01-11-2022,Incident,EMEA,Windows / OS,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13837,02-11-2022,Incident,EMEA,,Egypt,Deskside,Reported Issue - Application - ,N,reported issue  application  ,report issue   application  ,report issue application
13838,09-11-2022,Incident,EMEA,Mobile Device,Spain,Deskside,Reported Issue - Hardware - Smartphone_Mobile,N,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
13839,01-11-2022,Incident,EMEA,Network,United Kingdom,Deskside,Reported Issue - Network - WiFi,N,reported issue  network  wifi,report issue   network   wifi,report issue network wifi
13840,01-11-2022,Incident,EMEA,,United Kingdom,Deskside,iPad - locked device needs to be reset ,N,ipad  locked device needs to be reset ,ipad   lock device need to be reset,ipad lock device need
13841,01-11-2022,Incident,EMEA,Printer,Saudi Arabia,Deskside,Reported Issue - Hardware - Printer,N,reported issue  hardware  printer,report issue   hardware   printer,report issue hardware printer
13842,03-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Remediation 25/10/22 - Luke Giles - UKNORN20561 TO UKLONN26226,N,remediation   luke giles   to ,remediation    luke gile    to,remediation luke gile
13843,01-11-2022,Incident,EMEA,Mobile Device,Poland,Deskside,Reported Issue - Hardware - Smartphone_Mobile,N,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
13844,11-11-2022,Incident,EMEA,,United Kingdom,Deskside, Hinge Loose and Type C port is intermittent and does not charge or show picture on monitors ,N, hinge loose and type c port is intermittent and does not charge or show picture on monitors ,  hinge loose and type c port be intermittent and do not charge or show picture on monitor,hinge c port picture monitor
13845,03-11-2022,Incident,EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Headset,N,reported issue  hardware  headset,report issue   hardware   headset,report issue hardware headset
13846,11-11-2022,Incident,EMEA,,United Kingdom,Deskside,"Tried a number of BIOS update and latest driver packs, type c port isn't connecting to monitors correctly or charging and windows keeps enabling and disabling T",N,tried a number of bios update and latest driver packs type c port isnt connecting to monitors correctly or charging and windows keeps enabling and disabling t,try a number of bio update and late driver pack type c port be not connect to monitor correctly or charge and window keep enable and disable t,number driver pack type c port charge keep enable t
13847,02-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13848,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13849,02-11-2022,Service Request,EMEA,,Poland,Deskside,ask to replace unit,N,ask to replace unit,ask to replace unit,ask unit
13850,10-11-2022,Incident,EMEA,Laptop,Italy,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13851,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13852,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13853,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13854,01-11-2022,Incident,EMEA,,Poland,Deskside,pinter does not work,N,pinter does not work,pinter do not work,pinter
13855,20-12-2022,Service Request,EMEA,,Poland,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13856,03-11-2022,Service Request,EMEA,,Poland,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13857,01-11-2022,Incident,EMEA,,Poland,Deskside,motherboard issue,N,motherboard issue,motherboard issue,issue
13858,11-11-2022,Incident,EMEA,,United Kingdom,Deskside,"'-  Laptop will not start, Laptop has not been charging the battery  when power cable is connected, and neeed to be connected to a power cable to work, now the l",N,  laptop will not start laptop has not been charging the battery  when power cable is connected and neeed to be connected to a power cable to work now the l,   laptop will not start laptop have not be charge the battery   when power cable be connect and neeed to be connect to a power cable to work now the l,laptop charge battery power cable power cable l
13859,01-11-2022,Incident,EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13860,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3250,N,imac coe ,imac coe,imac coe
13861,01-11-2022,Incident,EMEA,,Poland,Deskside,Reported Issue - Application - ,N,reported issue  application  ,report issue   application  ,report issue application
13862,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2744,N,imac coe ,imac coe,imac coe
13863,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3199,N,imac coe ,imac coe,imac coe
13864,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn3437,N,imac coe ,imac coe,imac coe
13865,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2599,N,imac coe ,imac coe,imac coe
13866,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2663,N,imac coe ,imac coe,imac coe
13867,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2933,N,imac coe ,imac coe,imac coe
13868,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2944,N,imac coe ,imac coe,imac coe
13869,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2583,N,imac coe ,imac coe,imac coe
13870,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2774,N,imac coe ,imac coe,imac coe
13871,02-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2929,N,imac coe ,imac coe,imac coe
13872,01-11-2022,Incident,EMEA,,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13873,01-11-2022,Incident,EMEA,,Portugal,Deskside,No audio from headsets,N,no audio from headsets,no audio from headset,audio headset
13874,02-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13875,01-11-2022,Incident,EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13876,19-11-2022,Service Request,EMEA,General Request,Spain,Deskside,General request,N,general request,general request,request
13877,03-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13878,03-11-2022,Service Request,EMEA,,Italy,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13879,01-11-2022,Incident,EMEA,,Portugal,Deskside,Office Printer,N,office printer,office printer,office printer
13880,12-11-2022,Service Request,EMEA,General Request,United Kingdom,Deskside,General request,N,general request,general request,request
13881,16-11-2022,Service Request,EMEA,,Italy,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13882,15-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Request access to an application - Microsoft Project,N,request access to an application  microsoft project,request access to an application   microsoft project,request access application microsoft project
13883,18-11-2022,Service Request,EMEA,General Request,Spain,Deskside,General request,N,general request,general request,request
13884,02-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13885,02-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13886,02-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13887,02-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13888,02-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13889,02-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13890,02-11-2022,Incident,EMEA,Windows / OS,United Arab Emirates,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13891,03-11-2022,Incident,EMEA,Access,United Arab Emirates,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13892,02-11-2022,Incident,EMEA,Email,Saudi Arabia,Deskside,Email - Slowness reported,N,email  slowness reported,email   slowness report,slowness report
13893,02-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13894,03-11-2022,Incident,EMEA,Mobile Device,Germany,Deskside,Reported Issue - Hardware - Smartphone_Mobile,N,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
13895,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13896,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13897,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13898,08-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13899,03-11-2022,Service Request,EMEA,General Request,Turkey,Deskside,General request,N,general request,general request,request
13900,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13901,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13902,06-11-2022,Incident,EMEA,Windows / OS,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13903,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13904,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13905,10-11-2022,Service Request,EMEA,General Request,Turkey,Deskside,General request,N,general request,general request,request
13906,02-11-2022,Incident,EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13907,02-11-2022,Incident,EMEA,Windows / OS,United Arab Emirates,Deskside,Reported Issue - Application - PowerPoint (desktop),N,reported issue  application  powerpoint desktop,report issue   application   powerpoint desktop,report issue application powerpoint desktop
13908,24-11-2022,Service Request,EMEA,General Request,Spain,Deskside,General request,N,general request,general request,request
13909,02-11-2022,Incident,EMEA,,Poland,Deskside,Printer,N,printer,printer,printer
13910,02-11-2022,Incident,EMEA,Laptop,United Arab Emirates,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13911,03-11-2022,Service Request,EMEA,,Poland,Deskside,unable to login,N,unable to login,unable to login,
13912,02-11-2022,Incident,EMEA,Hardware,Saudi Arabia,Deskside,Reported Issue - Hardware - Monitor,N,reported issue  hardware  monitor,report issue   hardware   monitor,report issue hardware monitor
13913,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13914,14-11-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,Reported Issue - Hardware - Laptop Keyboard [UP] key missing.,N,reported issue  hardware  laptop keyboard up key missing,report issue   hardware   laptop keyboard up key miss,report issue hardware keyboard
13915,03-11-2022,Service Request,EMEA,General Request,Israel,Deskside,General request,N,general request,general request,request
13916,02-11-2022,Incident,EMEA,Windows / OS,United Arab Emirates,Deskside,Reported Issue - Application - AutoCAD (DE),N,reported issue  application  autocad de,report issue   application   autocad de,report issue application
13917,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13918,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13919,08-11-2022,Service Request,EMEA,General Request,Germany,Deskside,General request,N,general request,general request,request
13920,02-11-2022,Incident,EMEA,,Portugal,Deskside,No image,N,no image,no image,image
13921,02-11-2022,Incident,EMEA,,,Deskside,SL1 [esbcnvprn001] JLL: CPU utilization has exceeded the threshold 99%. Current value is 100%.,N,  jll cpu utilization has exceeded the threshold  current value is ,   jll cpu utilization have exceed the threshold   current value be,jll cpu utilization value
13922,02-11-2022,Incident,EMEA,Network,Spain,Deskside,Reported Issue - Network - Other,N,reported issue  network  other,report issue   network   other,report issue network
13923,02-11-2022,Incident,EMEA,Laptop,Saudi Arabia,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13924,03-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13925,02-11-2022,Incident,EMEA,Windows / OS,Egypt,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13926,03-11-2022,Service Request,EMEA,,Poland,Deskside,printer activation code,N,printer activation code,printer activation code,printer activation code
13927,10-11-2022,Service Request,EMEA,General Request,Egypt,Deskside,General request,N,general request,general request,request
13928,03-11-2022,Service Request,EMEA,General Request,Egypt,Deskside,General request,N,general request,general request,request
13929,03-11-2022,Incident,EMEA,Laptop,United Arab Emirates,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13930,03-11-2022,Service Request,EMEA,General Request,Egypt,Deskside,General request,N,general request,general request,request
13931,03-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Remediation 25/10/22 - Susan Davila - uknorn20597 to uklonl211dgs4,N,remediation   susan davila   to ,remediation    susan davila    to,remediation davila
13932,18-11-2022,Incident,EMEA,,United Kingdom,Deskside,"Reported Issue - Hardware - Laptop Keyboard ""t"" key has fallen off",N,reported issue  hardware  laptop keyboard t key has fallen off,report issue   hardware   laptop keyboard t key have fall off,report issue hardware keyboard t key
13933,14-11-2022,Incident,EMEA,,United Kingdom,Deskside,Windows 10 issues (OS issues only) - Desktop background off center.,N,windows  issues os issues only  desktop background off center,window   issue os issue only   desktop background off center,issue issue center
13934,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13935,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13936,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13937,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13938,02-11-2022,Incident,EMEA,,Poland,Deskside,poor battery life,N,poor battery life,poor battery life,battery life
13939,03-11-2022,Service Request,EMEA,,Poland,Deskside,converting office x32 to x64,N,converting office  to ,convert office   to,office
13940,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13941,03-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2666,N,imac coe ,imac coe,imac coe
13942,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13943,03-11-2022,Service Request,EMEA,,Poland,Deskside,imac coe plwarn2785,N,imac coe ,imac coe,imac coe
13944,02-11-2022,Incident,EMEA,,Saudi Arabia,Deskside,Reported Issue - Application - Word (desktop),N,reported issue  application  word desktop,report issue   application   word desktop,report issue application word desktop
13945,02-11-2022,Incident,EMEA,Mobile Device,Spain,Deskside,Reported Issue - Hardware - Smartphone_Mobile,N,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
13946,02-11-2022,Incident,EMEA,Windows / OS,Germany,Deskside,Reported Issue - Office Technology,N,reported issue  office technology,report issue   office technology,report issue office technology
13947,03-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Remediation 25/10/22 - Alison Hay - uklonn20874 to uklonn26032,N,remediation   alison hay   to ,remediation    alison hay    to,remediation alison hay
13948,02-11-2022,Incident,EMEA,Network,Germany,Deskside,Reported Issue - Network - Other,N,reported issue  network  other,report issue   network   other,report issue network
13949,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13950,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13951,03-11-2022,Service Request,EMEA,,Saudi Arabia,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13952,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13953,03-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
13954,02-11-2022,Incident,EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13955,04-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13956,04-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
13957,02-11-2022,Incident,EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Monitor,N,reported issue  hardware  monitor,report issue   hardware   monitor,report issue hardware monitor
13958,03-11-2022,Service Request,EMEA,,Poland,Deskside,How to create a ticket,N,how to create a ticket,how to create a ticket,ticket
13959,30-12-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13960,07-11-2022,Incident,EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Docking_Station,N,reported issue  hardware  docking_station,report issue   hardware   docking_station,report issue hardware docking_station
13961,02-11-2022,Incident,EMEA,,Poland,Deskside,"onedrive sync issue, laptop is working really loud",N,onedrive sync issue laptop is working really loud,onedrive sync issue laptop be work really loud,issue laptop
13962,11-11-2022,Service Request,EMEA,,Poland,Deskside,wireless mouse,N,wireless mouse,wireless mouse,wireless mouse
13963,03-11-2022,Service Request,EMEA,,France,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13964,10-11-2022,Service Request,EMEA,,India,Deskside,NEW Starter Luxembourg [142483 / 513337] SMARTPHONE â€“ 02/11/2022 â€“ Bacellar Luciane,N,new starter luxembourg    smartphone    bacellar luciane,new starter luxembourg     smartphone     bacellar luciane,starter luxembourg smartphone luciane
13965,03-11-2022,Service Request,EMEA,,France,Deskside,Assign Sketchup license,N,assign sketchup license,assign sketchup license,assign sketchup license
13966,03-11-2022,Service Request,EMEA,,France,Deskside,Assign Sketchup license,N,assign sketchup license,assign sketchup license,assign sketchup license
13967,03-11-2022,Service Request,EMEA,,France,Deskside,Installation Revit 2021,N,installation revit ,installation revit,installation revit
13968,03-11-2022,Service Request,EMEA,,France,Deskside,Assign BIM Collaborate Pro,N,assign bim collaborate pro,assign bim collaborate pro,assign bim collaborate pro
13969,09-11-2022,Service Request,EMEA,,Italy,Deskside,Request access to an application - Microsoft Project,N,request access to an application  microsoft project,request access to an application   microsoft project,request access application microsoft project
13970,04-11-2022,Service Request,EMEA,,France,Deskside,Configuration New iPhone,N,configuration new iphone,configuration new iphone,configuration iphone
13971,12-11-2022,Service Request,EMEA,,Italy,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13972,03-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13973,03-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13974,03-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13975,03-11-2022,Service Request,EMEA,General Request,Spain,Deskside,General request,N,general request,general request,request
